study_accession	n_runs	reference	run_accession	checked_runs	library_layout
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134925	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134926	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134927	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134928	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134929	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134930	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134931	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134932	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134933	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134934	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134935	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134936	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134937	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134938	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134939	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134940	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134941	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134942	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134943	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134944	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134945	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134946	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134947	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134948	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134949	yes	single
SRP095810	28	"(Chow, 2017, 10.1371/journal.pgen.1006667)"	SRR5134950	yes	single
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204773	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204774	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204775	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204776	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204777	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204778	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204779	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204780	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204781	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204782	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204783	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR5204784	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661091	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661092	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661093	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661094	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661095	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661096	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661097	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661098	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661099	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661100	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661101	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661102	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661103	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661104	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661105	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661106	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661107	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661108	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661109	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6661110	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6950091	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6950094	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998703	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998704	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998705	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998706	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998707	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998708	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998709	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998710	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998711	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998712	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998713	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998714	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998715	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998716	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998717	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998718	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998719	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998720	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998721	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998722	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998723	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998724	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998725	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998726	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998727	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998728	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998729	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998730	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR6998731	yes	paired
SRP097868	64	"(Tian, 2018, 10.1038/s41564-018-0160-4)"	SRR7014290	yes	paired
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882786	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882787	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882788	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882789	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882790	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882791	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882792	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882793	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882794	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882896	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882897	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882898	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882899	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882900	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882901	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882902	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882903	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882904	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882905	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882906	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882907	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882908	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882909	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882910	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882911	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882912	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882913	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882914	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882915	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5882916	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883049	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883050	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883051	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883052	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883053	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883054	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883055	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883056	yes	single
SRP107007	39	"(Friedman, 2018, 10.1534/g3.117.300357)"	SRR5883057	yes	single
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671138	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671139	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671140	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671141	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671142	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671143	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671144	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671145	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671146	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671147	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671148	yes	paired
SRP132176	12	"(Garcia-Santamarina, 2018, 10.1111/mmi.13960)"	SRR6671149	yes	paired
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742520	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742521	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742522	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742523	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742524	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742525	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742526	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742527	yes	single
SRP132987	9	"(Brown, 2018, 10.1111/mmi.13998)"	SRR6742528	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805310	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805311	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805312	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805313	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805314	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805315	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805316	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805317	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805318	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805319	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805320	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805321	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805322	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805323	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805324	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805325	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805326	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805327	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805328	yes	single
SRP133926	20	"(Trevijano-Contador, 2018, 10.1371/journal.ppat.1007007)"	SRR6805329	yes	single
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384078	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384079	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384080	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384081	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384082	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384083	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384084	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384085	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384086	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384087	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384088	yes	paired
SRP150918	12	"(Li, 2019, 10.1038/s42003-019-0419-1)"	SRR7384089	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446976	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446977	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446978	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446979	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446980	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446981	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446982	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446983	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446984	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446985	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446986	yes	paired
SRP151531	12	"Maybe (Attarian, 2018, 10.1128/mBio.02377-18)"	SRR7446987	yes	paired
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692565	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692566	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692567	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692568	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692569	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692570	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692571	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692572	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692573	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692574	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692575	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692576	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692577	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692578	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692579	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692580	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692581	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692582	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692583	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692584	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692585	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692586	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692587	yes	single
SRP157928	24	"(Hommel, 2019, 10.1371/journal.ppat.1007945)"	SRR7692588	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042971	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042972	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042973	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042977	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042978	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042979	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042983	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042984	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042985	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042989	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042990	yes	single
SRP165294	12	"(Bloom, 2019, 10.1038/s41467-019-12907-x)"	SRR8042991	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452137	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452138	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452139	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452140	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452141	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452142	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452143	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452144	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452145	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452146	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452147	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452148	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452149	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452150	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452151	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452152	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452153	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452154	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452155	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452156	yes	single
SRP180006	21	"(Chang, 2019, 10.1128/mBio.02818-18)"	SRR8452157	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551134	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551135	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551136	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551137	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551138	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551139	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551140	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551141	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551142	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551143	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551144	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551145	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551146	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551147	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551148	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551149	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551150	yes	single
SRP184720	18	"(Do, 2020, 10.1534/genetics.120.303270)"	SRR8551151	yes	single
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837457	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837458	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837459	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837460	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837461	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837462	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837463	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837464	yes	paired
SRP190185	9	"(So, 2019, 10.1534/genetics.119.302191)"	SRR8837465	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978722	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978723	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978724	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978725	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978726	yes	paired
